ID	Text	Pronoun	Pronoun-offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
train-1909	Early influences on Sarah Glasscock included her parents, Jean Epperson Glasscock and James Glasscock, who were also working journalists on their newspaper, the Alpine Avalanche, and her great aunt, Sallie Glasscock, who was the author of two historical works situated in Texas. During her graduate studies at New York University, Glasscock studied with Hannah Green, Alix Kates Shulman, and E.L. Doctorow.	her	286	Glasscock	331	TRUE	Hannah Green	354	FALSE	http://en.wikipedia.org/wiki/Sarah_Glasscock
train-1910	Soon after third child Tancy's birth, however, Barbara Henrickson was diagnosed with uterine cancer, from which she was expected to die. During her illness, Bill met Nicolette Grant, the daughter of the Juniper Creek prophet Roman Grant, and brought her to his home. Nicolette helped to comfort Barbara while she was sick and care for her children, and it was decided that when Barbara died Nicolette was to marry Bill and raise their children. Barbara, however, recovered from her illness, and instead of abandoning Nicolette, Bill decided to return to the principle of polygamy and take her as his second wife.	she	309	Nicolette	267	FALSE	Barbara	295	TRUE	http://en.wikipedia.org/wiki/Bill_Henrickson
train-1911	She won back-to-back three setters against Victoria Azarenka and Elena Dementieva, the latter of whom she beat in the final to win her fifth title of the year. She then entered the China Open in Beijing. In the third round, Wozniacki faced Petra Kvitov*, who had routed her at Wimbledon.	her	270	Wozniacki	224	TRUE	Petra Kvitov*	240	FALSE	http://en.wikipedia.org/wiki/Caroline_Wozniacki
train-1912	She is a member of The Clark Sisters, an influential gospel vocal ensemble active since the late 1960s. Clack is the leader of the gospel group the Clark Sisters, which included Gospel musicians such as Dr. Karen Clark-Sheard, evangelist Dorinda Clark-Cole and Nurse Jacky Clark-Chisholm. She wrote much the music for the group.	She	289	Karen Clark-Sheard	207	FALSE	Dorinda Clark-Cole	238	FALSE	http://en.wikipedia.org/wiki/Twinkie_Clark
train-1913	Christina Keith was born in Thurso on 12 January 1889, the eldest child of Peter Keith and Katie Bruce. One of her brothers was the artist David Barrogill Keith (1891-1979).	her	111	Christina Keith	0	TRUE	Katie Bruce	91	FALSE	http://en.wikipedia.org/wiki/Christina_Keith
train-1914	Anne is able to convince the grandmother, a hypochondriac, to leave the house and go to a community picnic, and to let Pauline attend a friend's wedding overnight in another town, where she strikes up a romance. Her dream of being published is also finally achieved after she writes a series of short stories based on Avonlea inspired by a suggestion from Gilbert. Anne also succeeds in getting the spinster teacher Katherine Brooke to spend a badly-needed summer vacation at Avonlea, where she opens up her feelings to Anne.	she	491	Anne	365	FALSE	Katherine Brooke	416	TRUE	http://en.wikipedia.org/wiki/Anne_of_Green_Gables:_The_Sequel
train-1915	When Matthew Kane (Stephan Jenkins) becomes a successful architect, he leaves his wife of seven years, Laura (Joyce Hyser), to nurture his newfound taste for younger and prettier women. Bent on revenge, Laura hires a beautiful con artist named Tuesday (Nichole Hiltz) to seduce and emotionally destroy her ex-husband.	her	302	Laura	203	TRUE	Nichole Hiltz	253	FALSE	http://en.wikipedia.org/wiki/Art_of_Revenge
train-1916	Little else is known about Will's life before W.I.T.C.H. Comics: The series began with Will and her mother moving into the city of Heatherfield on a rainy day. While Susan Vandom appeared to be looking on the bright side of things, Will displayed a sour expression of hatred for her new life in said city.	her	279	Susan Vandom	166	FALSE	Will	232	TRUE	http://en.wikipedia.org/wiki/Will_Vandom
train-1917	After Linus and Mimi spend time gardening together, Linus invites her to his birthday party which she accepts. Linus keeps hearing Mimi's singing voice everywhere he goes and can't seem to stop thinking about her. As Linus is writing his guest list for his birthday party, Lucy asks who Mimi is. After Linus tells her, Lucy thinks that it's ridiculous that Linus is inviting a girl that he just met and thinks Mimi will not show up, but Linus is positive that she will.	her	314	Lucy	273	TRUE	Mimi	287	FALSE	http://en.wikipedia.org/wiki/It_Was_My_Best_Birthday_Ever,_Charlie_Brown
train-1918	In 1506, her signature was placed on a document alongside the king's regarding an alliance with the Habsburgs. On July 23, 1503 Anne gave birth to a daughter, known as Anna Jagellonica, and on July 1, 1506 to the long-awaited male heir, the future king Louis II. She enjoyed great popularity, but her pregnancies ruined her health.	She	263	Anne	128	TRUE	Anna Jagellonica	168	FALSE	http://en.wikipedia.org/wiki/Anne_of_Foix-Candale
train-1919	Apart from her 1954 appearance on The Morning Show, hosted by Walter Cronkite, and a performance of her music in 1961 by folksinger Susan Reed at the Kaufmann Concert Hall in New York, Converse's music was not available to the public until it resurfaced in 2004. Since the 2009 release of her album, however, Converse's life and music have been the subject of news reports around the world.	her	289	Susan Reed	132	FALSE	Converse	185	TRUE	http://en.wikipedia.org/wiki/Connie_Converse
train-1920	The film follows the four main characters from the TV series. Cheryl catches her husband cheating on her, Anouk half-accidentally commits art fraud, Claire leaves her fianc* at the altar, and Roelien fights with her family because of her pro-environment views.	her	101	Anouk	106	FALSE	Claire	149	FALSE	http://en.wikipedia.org/wiki/Gooische_Vrouwen_(film)
train-1921	Balagan deceives and outwits Hugo into helping him or staying out of his way. Katharine Isabelle as Danni -- a bartender at the hotel. Danni serves as a source of information. Melanie Papalia as Pippa -- younger sister of Rosemary (Balagan's deceased fianc*e), she is determined to find out who killed Rosemary.	she	261	Pippa	195	TRUE	Rosemary	222	FALSE	http://en.wikipedia.org/wiki/Endgame_(TV_series)
train-1922	Following this, the Victoria Women's Cricket Association was founded in 1905 and the Australian Women's Cricket Association in 1931. The current competition is run by the Women's National Cricket League. The Ladies' Grammar School and Kindergarten moved to Albuera Street, Battery Point, in 1898 and was run by Nellie Poulett-Harris until her retirement in December 1919, whilst Lily's twin, Violet, went on to become a relatively well-known actress on the Australian theatre circuit, under the stage name Mary Milward.	her	339	Lily	379	FALSE	Violet	392	FALSE	http://en.wikipedia.org/wiki/Lily_Poulett-Harris
train-1923	Cops arrested Gore and rescued Martin, who was found in the attic naked, handcuffed, and with electrical cords tied around her legs. On December 7, 1983, Gore led police to the remains of three of his six murder victims. These victims were Barbara Ann Byer, Hsiang Huang Ling and her daughter, Ying Hua Ling.	her	280	Barbara Ann Byer	240	FALSE	Hsiang Huang Ling	258	TRUE	http://en.wikipedia.org/wiki/David_Alan_Gore
train-1924	The concept of WAS is an adult parallel to the magical Land of Oz, that never existed as a real place. Instead, the novel explores the tragic, but very moving life of ``Dorothy Gael'' in 1800s Kansas, whose traumatic experiences with Aunt Emily and Uncle Henry after her mother's death lead her to create an imaginary and idealized world in her mind based on some of her real-life experiences as a way of coping with her bleak reality.	her	267	Dorothy Gael	169	TRUE	Aunt Emily	234	FALSE	http://en.wikipedia.org/wiki/Was_(novel)
train-1925	De Havilland mounted a lawsuit in the 1940s, supported by the Screen Actors Guild and was successful, thereby reducing the power of the studios and extending greater creative freedom to the performers. The decision was one of the most significant and far-reaching legal rulings in Hollywood. Her victory won her the respect and admiration of her peers, among them her own sister Joan Fontaine who later commented, ``Hollywood owes Olivia a great deal''.	her	364	Joan Fontaine	379	FALSE	Olivia	431	TRUE	http://en.wikipedia.org/wiki/Olivia_de_Havilland
train-1926	However, Phil rejects Shirley so she apologises to Heather, who is staying with Minty, but she refuses to forgive her friend. Heather is upset when she hears Minty plans to marry Sam Mitchell (Danniella Westbrook), but offers to help buy a ring. However, when Sam reveals she only agreed to marry Minty in order to shut him up, Minty apologises to Heather, and she says when they married it gave her the confidence to stand up for herself.	she	272	Minty	297	FALSE	Heather	348	FALSE	http://en.wikipedia.org/wiki/Heather_Trott
train-1927	She once offered Piper some Blue Angels stickers if she could read all of the books that Ms. Mitchell assigned her, and Piper earned the stickers, but needed to read all of the books on a summer reading list Ms. Mitchell assigned her after Piper read all of the other books and earned the stickers. Ms. Gordon, Piper's schoolteacher, known for her quavering eyebrow whenever she is near Piper.	her	344	Gordon	303	TRUE	Piper	311	FALSE	http://en.wikipedia.org/wiki/Piper_Reed
train-1928	Steven Pinker presents his theory of semantic bootstrapping, which hypothesizes that children use the meaning of words to start to learn the syntax of their language. Gleitman (1990) counters Pinker's ideas by asserting that context is insufficient to supply word meaning, as a single context can allow for multiple interpretations of an uttered sentence. She explains that simply observing objects and events in the world does not provide sufficient information to infer the meanings of words and sentences.	She	356	Gleitman	167	TRUE	Pinker	192	FALSE	http://en.wikipedia.org/wiki/Syntactic_bootstrapping
train-1929	Sal Cinquemani of Slant Magazine noted that the song ``is structured in Morissette's distinct listy lyrical fashion,'' citing the line ``Do you have a big intellectual capacity but know that is does not equate wisdom?'' as an example. For Nikki Tranter of PopMatters, the song ``details exactly what Alanis is looking for in her perfect guy.	her	325	Nikki Tranter	239	FALSE	Alanis	300	TRUE	http://en.wikipedia.org/wiki/21_Things_I_Want_in_a_Lover
train-1930	She appeared on Blue Peter doing an impression of Esther Rantzen; she also appeared in other CBBC programmes and was a backing singer on Chris Jarvis 's 1997 charity single Glasses. She was then on TV screens in 1998 in Kay Mellor 's comedy drama about women's football, Playing the Field. Stephenson also appeared in the last two episodes of ITV1's adaptation of Catherine Cookson 's A Dinner of Herbs in which she played the adult Kate Roystan who falls in love with the son of the woman who murdered her grandfather.	she	412	Stephenson	290	TRUE	Catherine Cookson	364	FALSE	http://en.wikipedia.org/wiki/Debra_Stephenson
train-1931	Mary of York (11 August 1467 -- 23 May 1482) was the second daughter of Edward IV of England and his queen consort Elizabeth Woodville. She was a younger sister of Elizabeth of York and an older sister of Cecily of York, Edward V of England, Margaret Plantagenet (Princess of York), Richard of Shrewsbury, 1st Duke of York, Anne of York, George Plantagenet, Duke of Bedford, Catherine of York and Bridget of York.	She	136	Mary of York	0	TRUE	Elizabeth Woodville	115	FALSE	http://en.wikipedia.org/wiki/Mary_of_York
train-1932	Art historian Hilary Spurling has described this ``stern encounter'' as ``portray(ing) the profound underlying shape or mechanism of a relationship laid down for both parties on the day, soon after they first met in 1897, when Matisse warned his future wife that, dearly as he loved her, he would always love painting more.''	her	283	Hilary Spurling	14	FALSE	Matisse	227	FALSE	http://en.wikipedia.org/wiki/The_Conversation_(painting)
train-1933	Gwen remains monogamous during the second series and ``fights every day to be with (Rhys)'' even though Jack remains ``a huge temptation''. Her suspension between Jack and Rhys becomes a central theme; Valerie Frankel believes that Gwen is caught between ``Rhys, the sweet, kind handsome prince, and Jack, the compelling trickster''. She suggests that Jack is not mature enough to occupy the role of ``steady prince'' for Gwen.	She	334	Valerie Frankel	202	TRUE	Gwen	232	FALSE	http://en.wikipedia.org/wiki/Gwen_Cooper
train-1934	Whilst Lynette Porter thought that Gwen became a ``fallen woman'' through her affair with Owen, she observed that this made Gwen's role in relation to Jack in ``End of Days'', analogous to that of Mary Magdalene to Jesus, reinforcing a prevalent biblical subtext. Gwen keeps a vigil at Jack's ``Torchwood tomb'' and like Magdalene is rewarded for her loyalty by being the first to lay eyes upon the risen saviour.	her	347	Gwen	264	FALSE	Magdalene	321	TRUE	http://en.wikipedia.org/wiki/Gwen_Cooper
train-1935	Nellie moved back to Birmingham during the First World War, where she joined the Post Office and became the first mail sorter for the British Expeditionary Force. In 1920 Nellie married a schoolmaster, Herbert Humpherson, and settled in Warwickshire, but in 1928, through the intervention of Flora Drummond, she was persuaded to act as secretary and liaison officer for Emmeline Pankhurst, whom she nursed through her final illness.	she	308	Nellie	171	TRUE	Flora Drummond	292	FALSE	http://en.wikipedia.org/wiki/Nellie_Hall
train-1936	He also wrote and produced several songs for international artists, including Hasidic reggae artist Matisyahu, J-pop singer Mika Nakashima, R&B singers Ne-Yo and Estelle, Drake and pop star Nelly Furtado, whose Di Genius produced song ``Don't Leave Me'' appeared on her 2012 album The Spirit Indestructible.	her	266	Estelle	162	FALSE	Nelly Furtado	190	TRUE	http://en.wikipedia.org/wiki/Di_Genius
train-1937	Edward E. Miller, U.S. Representative from Illinois Frosty Peters, American football player Frank Phillips, founder of the Phillips Petroleum Company Amy Higgins, screenwriter John JR Robinson (born 1954), one of the most recorded drummers in history Phyllis Thede (born 1954), lived here as a child; since 2009 she has served as an Iowa state representative Marcia Wallace (1942--2013), actress	she	312	Amy Higgins	150	FALSE	Phyllis Thede	251	TRUE	http://en.wikipedia.org/wiki/Creston,_Iowa
train-1938	When they finally manage to get back into the caves after using Sky's magic gadget, Aisha goes to the fortress to rescue the pixies while Bloom, Stella and Sky are forced to battle the Trix. During the ascent to leave Lord Darkar's fortress, Sky, Bloom, Stella, Aisha and the pixies travel to Downland to prevent Princess Amentia from marrying Brandon. In the end, Amentia reconsiders her actions, then Stella embraces Brandon.	her	385	Stella	254	FALSE	Aisha	262	FALSE	http://en.wikipedia.org/wiki/Winx_Club_(season_2)
train-1939	After deciding to skip the 2008 Qatar Telecom German Open, Sharapova next played at the Internazionali BNL d'Italia, reaching the semi-finals before being forced to withdraw from her match against eventual champion Jelena Jankovi* due to a calf injury. Following Justine Henin's surprise retirement during the same week as the Rome event, Sharapova was elevated to World No. 1 in the rankings. Subsequently, she was named as the top seed at the French Open, which she needed to win to complete a Career Grand Slam (and thus protect her top ranking).	she	408	Justine Henin	263	FALSE	Sharapova	339	TRUE	http://en.wikipedia.org/wiki/2008_Maria_Sharapova_tennis_season
train-1940	***** ********) (born May 31, 1958) is an Indian politician and is the current MLA of Kottarakkara since May 2016. She has been the Member of Legislative Assembly from Kottarakkara constituency,Kollam for three consecutive terms since 2006. Daughter of Shri N. Vasudevan Potty and Smt. N.J.Parvathy Antharjanam, Aisha Potty is member of All India Lawyers Union National Council. She is also the convener of State Women's Sub Committee.	She	379	Parvathy Antharjanam	290	FALSE	Aisha Potty	312	TRUE	http://en.wikipedia.org/wiki/P._Aisha_Potty
train-1941	Brigman attended the University of North Carolina at Chapel Hill from 2009 to 2013 where she played soccer for the Tar Heels. On January 17, 2014, Brigman was selected in the second round (17th overall pick) of the 2014 NWSL College Draft by Seattle Reign FC. In March, the Reign signed her to the team. Of her signing, head coach Laura Harvey said, ``Megan was someone that we watched carefully last season and hoped would be available with our second pick.	her	307	Laura Harvey	331	FALSE	Megan	352	TRUE	http://en.wikipedia.org/wiki/Megan_Brigman
train-1942	On January 17, 2014, Brigman was selected in the second round (17th overall pick) of the 2014 NWSL College Draft by Seattle Reign FC. In March, the Reign signed her to the team. Of her signing, head coach Laura Harvey said, ``Megan was someone that we watched carefully last season and hoped would be available with our second pick. She has done very well in preseason training and we believe she has the potential to develop into a successful professional player.''	She	333	Laura Harvey	205	FALSE	Megan	226	TRUE	http://en.wikipedia.org/wiki/Megan_Brigman
train-1943	Metromatinee said ``The film has been kept simple, highlights relationships and family values, and has to be seen with the whole family. Verdict: Small But Beautiful & Nostalgic ...!'' Parvathy Anoop from Deccan Herald stated that ``Anjali Menon leaves no stone unturned as she explores elements of hypocrisy, love, sympathy and sorrow inside a large Nair family.''	she	274	Parvathy Anoop	185	FALSE	Anjali Menon	233	TRUE	http://en.wikipedia.org/wiki/Manjadikuru
train-1944	In the inn, the adults examine the goo covering only the blade of an ax and find out that the goo is an alien bacteria that feeds off metal, sucking the metal from human blood (humans have metal/iron in their blood) and killing them. Outside, Iron puts himself back together, and Claire and Max are still locked in Jenny's dead car (it was revealed that Iron causes static electricity and effect electronics which make the car inoperable) as Iron tries to grab Claire. She is touched, but not harmed.	She	469	Jenny	315	FALSE	Claire	461	TRUE	http://en.wikipedia.org/wiki/Iron_Invader
train-1945	In 1887, Ellen's sister Julia Anne moved to Alameda, California, to seek a remedy for crippling rheumatoid arthritis. She found a home at the Remedial Institute and School of Philosophy, one of the many utopian communities founded in the late nineteenth century.	She	118	Ellen	9	FALSE	Julia Anne	24	TRUE	http://en.wikipedia.org/wiki/Ellen_Browning_Scripps
train-1946	In the summer of 1888, Eddowes, Kelly, and their friend Emily Birrell took casual work hop-picking in Kent. At harvest's end they returned to London and quickly went through their pay. Eddowes and Kelly split their last sixpence between them; he took fourpence to pay for a bed in the common lodging-house, and she took twopence, just enough for her to stay a night at Mile End Casual Ward in the neighbouring parish.	she	311	Eddowes	185	FALSE	Kelly	197	TRUE	http://en.wikipedia.org/wiki/Catherine_Eddowes
train-1947	A mustard tin containing two pawn tickets issued to Emily Birrell and Anne Kelly was discovered on Eddowes' body. These eventually led to her identification by John Kelly as his common-law wife, after he read about the tickets in the newspapers.	her	138	Anne Kelly	70	FALSE	Eddowes	99	TRUE	http://en.wikipedia.org/wiki/Catherine_Eddowes
train-1948	Sugarbaker's is beset by tourists when the building's Civil War foundation puts it on the Tour of Historical Homes; Mary Jo opens her heart to an old friend eager to make good on a marriage pact they once entered into. During Anthony's 30th birthday, he ends up meeting the father he never knew. Resentment builds between Charlene and Mary Jo when Charlene wants to take a year off to look after her baby.	her	396	Mary Jo	335	FALSE	Charlene	348	TRUE	http://en.wikipedia.org/wiki/Designing_Women_(season_5)
train-1949	In October 2--4, Staniouta together with teammates Arina Charopa and junior Yulia Isachanka represented Team Dinamo Minsk at the 2015 Aeon Cup in Tokyo Japan, Staniouta finished 4th in the individual all-around finals and with team Belarus finishing 3rd in the overall standings. In 2016, Staniouta her season competing at the 2016 Grand Prix Moscow finishing 5th in the all-around and took a bronze in clubs final.	her	299	Arina Charopa	51	FALSE	Yulia Isachanka	76	FALSE	http://en.wikipedia.org/wiki/Melitina_Staniouta
train-1950	She won her first World Cup all-around gold medal at the 2013 Irina Deleanu Cup, edging out Ukrainian Alina Maksymenko (silver) and Russian Daria Svatkovskaya (bronze). Staniouta won the 2013 World Cup Pesaro in all-around beating Russians Maria Titova and Daria Svatkovskaya for the gold, she won three gold medals at the event finals in ball, clubs and ribbon.	she	290	Maria Titova	240	FALSE	Daria Svatkovskaya	257	FALSE	http://en.wikipedia.org/wiki/Melitina_Staniouta
train-1951	In 1780, after a brief visit to her husband in London (ib. p. 10), she took refuge in Tattingstone workhouse, where she gave birth to twin sons on 20 March 1781; she wrote one of her poems on their deaths a few weeks after. In 1783, when Candler came back discharged, she joined him for a time; but illness made them both return to the workhouse, whence Candler dismissed himself in six months, and Ann never saw him again. Staying in the workhouse she set to work upon the little poems by which she is known.	she	449	Candler	354	FALSE	Ann	399	TRUE	http://en.wikipedia.org/wiki/Ann_Candler
train-1952	Lily Allen recorded a parody of ``Window Shopper'' called ``Nan, You're a Window Shopper'', about her grandmother.	her	98	Nan	60	FALSE	Window Shopper	74	FALSE	http://en.wikipedia.org/wiki/Window_Shopper
train-1953	Roger Ebert of the Chicago Sun-Times gave the film three stars and noted ``The movie's interest is not in the plot, which is episodic and 'colorful,' but in the performances. Sarandon bravely makes Adele into a person who is borderline insufferable. Sarandon's role is trickier and more difficult, but Portman's will get the attention. In 'Anywhere But Here,' she gets yanked along by her out of control mother, and her best scenes are when she fights back, not emotionally, but with incisive observations.''	she	360	Sarandon	250	FALSE	Portman	302	TRUE	http://en.wikipedia.org/wiki/Anywhere_but_Here_(film)
train-1954	Only a select few have made a successful transition from 2 to 4 wheels, and especially winning TT's in both disciplines, Stuart has achieved a pretty unique record. Personal Life: Stuart lives in Cheshire with his ever supportive wife Margaret, their surviving daughter Joanne, her elder sister Victoria tragically succumbed to illness at the tender age of 27, continues the family connections with motorsport, working with Mercedes F1.	her	278	Margaret	235	FALSE	Joanne	270	TRUE	http://en.wikipedia.org/wiki/Stuart_Graham
train-1955	Danielle's biological father, Joel Reynolds comes to Walford, and he and Ronnie rekindle their relationship, irritating Archie but Archie takes action by paying Joel to leave Walford and never return. Joel refuses, saying he can stand up to him now so Archie blackmails him about his family and Joel leaves until Ronnie conforts him and tells her father that Joel is back and there nothing he can do about it.	her	343	Archie	252	FALSE	Ronnie	313	TRUE	http://en.wikipedia.org/wiki/Archie_Mitchell
train-1956	Through her choices in attire and in publishing, Crespi played a major role in influencing the fashion world and giving a boost to the careers of designers such as Fendi and Missoni. Valentino credited Crespi with giving him a break into the fashion industry and it was a Valentino dress worn by her twin sister that convinced Jacqueline Kennedy to try the designer. In addition to her role as editor of Italian Vogue, Crespi's appearances at social events such as the Black and White Ball thrown by Truman Capote in 1966 were widely reported.	her	382	Jacqueline Kennedy	327	FALSE	Crespi	419	TRUE	http://en.wikipedia.org/wiki/Consuelo_Crespi
train-1957	Erin is also very proud of the liner note her idol, Loretta Lynn, graced her with for the project: ``Erin is a great singer. Maybe the Opry will find that out someday. I love her singing.'' Dolly Parton also graced Erin with a treasured quote about the Parton-penned song she recorded on The Circle, ``Tomorrow Is Forever:'' ``I am so proud of the record Erin did on ''Tomorrow Is Forever.	she	272	Dolly Parton	190	FALSE	Erin	215	TRUE	http://en.wikipedia.org/wiki/Erin_Hay
train-1958	She was exposed to all kinds of music growing up, from her mother's Frank Sinatra, Rosemary Clooney and Judy Garland albums to her two older brothers (Joe and Ken) playing Rock and Roll to her Dad's favorite, Marty Robbins. But at age seven, when Erin heard Dolly Parton sing for the first time, her love and admiration for traditional Country Music began to grow.	her	296	Erin	247	TRUE	Dolly Parton	258	FALSE	http://en.wikipedia.org/wiki/Erin_Hay
train-1959	When asked how she felt about Fey's portrayal, Sarah Palin replied, ``I watched with the volume all the way down and I thought it was hilarious....	she	15	Fey	30	FALSE	Sarah Palin	47	TRUE	http://en.wikipedia.org/wiki/Saturday_Night_Live_parodies_of_Sarah_Palin
train-1960	Due to the popularity of the sketch and Fey's impression of Palin, Fey reprised her role during the September 27, 2008 episode.	her	80	Palin	60	FALSE	Fey	67	TRUE	http://en.wikipedia.org/wiki/Saturday_Night_Live_parodies_of_Sarah_Palin
train-1961	During several seasons Mrs, Waller was absent from New York, but on December 27, 1869, she made a brilliant reentrance, appearing at Booth's Theatre as Meg Merrilies, in a revival of Guy Mannering Her later years were, in part, devoted to starring tours, in part to theatrical management (she leased the Troy Opera House in 1871), and in part to teaching. Mrs. Waller's characteristic, best, and most admirable performances were those of Lady Macbeth, Meg Merrilies, and the Duchess of Malfi, but she also played male characters, and her impersonations of Hamlet and Iago are remembered as expert.	she	497	Waller	361	TRUE	Lady Macbeth	438	FALSE	http://en.wikipedia.org/wiki/Emma_Waller
train-1962	Before she can report Stacey to the police, Phil escapes and sets the pub on fire. Stacey and her infant daughter Lily are trapped inside, but are rescued by Ryan Malloy (Neil McDermott), prompting Stacey to reveal to him that he is Lily's father. The pub destroyed, Peggy decides against reporting Stacey for Lily's sake. She plans to make a fresh start, bidding her family goodbye and leaving Walford.	She	323	Stacey	299	FALSE	Lily	310	FALSE	http://en.wikipedia.org/wiki/Queen_Vic_Fire_Week
train-1963	The next day, Peggy visits Stacey in hospital and asks her to confess to burning the pub, as a sentence for arson would be less than one for murder, but Stacey refuses. Peggy realises that Stacey needs to look after her daughter so she leaves.	her	216	Peggy	169	FALSE	Stacey	189	TRUE	http://en.wikipedia.org/wiki/Queen_Vic_Fire_Week
train-1964	Chelsea Hobbs (born Chelsea Raelle Hobbs; February 18, 1985 ) is a Canadian actress and singer. She has appeared in such roles as Gerda in the 2002 film Snow Queen and the ABC Family teen drama Make It or Break It as Emily Kmetko. During her youth, Hobbs has appeared in over 40 commercials, and has appeared in the kids' improvisational TV series, No Adults Aloud.	her	238	Emily Kmetko	217	FALSE	Hobbs	249	TRUE	http://en.wikipedia.org/wiki/Chelsea_Hobbs
train-1965	As of June 2014 she has played 136 domestic limited-overs matches including 82 Women's National Cricket League games for the New South Wales Breakers. Blackwell along with Karen Rolton holds the record for the highest 4th wicket runstand in WT20I history(sharing 147*) When asked about the frequent comparisons in the Australian media of the Blackwell twins to male cricketers, she said, ``We look up to them a lot, but female cricketers should be recognized for themselves, not as the equivalent of Mark Waugh or Steve Waugh or Matthew Hayden or anybody.''	she	378	Karen Rolton	172	TRUE	Blackwell	342	FALSE	http://en.wikipedia.org/wiki/Kate_Blackwell
train-1966	In the film, she also protects the other children from Miss Trunchbull's wrath and also uses her telekinesis to pelt her with food and garbage. A petrified Miss Trunchbull is compelled by Matilda's prank to leave Miss Honey her proper inheritance before suddenly vanishing. After her family flees the country on the run from the police because of Mr. Wormwood's deceit in the automotive industry, Matilda is adopted by Miss Honey, thus providing her with a more loving home.	her	280	Wormwood	351	FALSE	Matilda	397	TRUE	http://en.wikipedia.org/wiki/Matilda_Wormwood
train-1967	She continues to polish her talent, and learns of Miss Honey's traumatic and unspeakably abusive childhood at the hands of her aunt and guardian, Miss Trunchbull, after her father Magnus' unexpected death. Out of sympathy for Miss Honey's woes, Matilda develops a scheme in revenge against Miss Trunchbull, and in class one day she levitates a piece of chalk to the blackboard while Miss Trunchbull is visiting the room and tormenting the students, posing as the spirit of Magnus and threatening to punish Miss Trunchbull by name if she doesn't leave her inheritance to his daughter.	she	328	Matilda	245	TRUE	Miss Trunchbull	290	FALSE	http://en.wikipedia.org/wiki/Matilda_Wormwood
train-1968	After missing the pair of Premier Mandatory events at Indian Wells and Miami, Kirilenko made her injury comeback at the Family Circle Cup in Charleston, but was upset in her first match by Swiss qualifier Belinda Bencic, who eventually reached her first WTA semifinal. Kirilenko conceded a walkover to Caroline Garcia before her second-round match at the Madrid Open.	her	325	Kirilenko	269	TRUE	Caroline Garcia	302	FALSE	http://en.wikipedia.org/wiki/Maria_Kirilenko
train-1969	She then won a bronze medal in Women's Doubles with Nadia Petrova after beating the No. 1 ranked team of Lisa Raymond and Liezel Huber in the bronze medal match 4--6, 6--4, 6--1. Maria returned at the Western & Southern Open in Cincinnati and lost to Venus Williams 6--3, 6--7, 6--2 in the first round. She bounced back into form at the premier level New Haven open.	She	303	Maria	179	TRUE	Venus Williams	251	FALSE	http://en.wikipedia.org/wiki/Maria_Kirilenko
train-1970	She shows a great deal of affection for Honor*, but equally a great drive to find out the details of her missing memories -- something which sets her apart from the character of the Doctor in the Eighth Doctor Adventures novels, who has a similar problem but was unwilling to investigate it. The character continued in the Time Hunter range for 11 novellas, before Telos announced that the range was to be closed due to poor sales. According to her creator, Emily's appearance is loosely based on that of the actress Charlotte Coleman.	her	445	Emily	458	TRUE	Charlotte Coleman	517	FALSE	http://en.wikipedia.org/wiki/Emily_Blandish
train-1971	Maria tries to warn Natasha off him, claiming that he will treat her badly and even tries setting her up with Tom Kerrigan (Philip McGinley) but Natasha is happy with Tony. Some months later, Natasha becomes suspicious of the amount of time that Tony and Maria are spending together. Jealously, Natasha tells Maria that Tony is only paying her attention because he feels sorry for her.	her	340	Natasha	295	FALSE	Maria	309	TRUE	http://en.wikipedia.org/wiki/Natasha_Blakeman
train-1972	The first series began in April 2016 and returned for a second series in January 2016 and will return for a third series, beginning on 31 December 2016. On 18 June 2015, Humes was confirmed as a new co-host of The Xtra Factor, replacing Sarah-Jane Crawford. She hosted the twelfth series with her Sweat the Small Stuff co-star Melvin Odoom in 2015.	She	258	Humes	170	TRUE	Sarah-Jane Crawford	237	FALSE	http://en.wikipedia.org/wiki/Rochelle_Humes
train-1973	Here he settled in Paris at first, but in 1859 moved to London, where he would spend most of the remainder of his life. There he met Dante Gabriel Rossetti and other members of the Pre-Raphaelite Brotherhood, who would have a profound influence on Whistler. It was also in London that Whistler met Joanna Heffernan, the model who would become his lover. By 1865, Whistler had already used her as a model for other paintings, among these Symphony in White, No. 1 and Symphony in White, No.	her	389	Whistler	285	FALSE	Joanna Heffernan	298	TRUE	http://en.wikipedia.org/wiki/Symphony_in_White,_No._3
train-1974	Early in Brooke's career, she signed a developmental record deal with Word/Curb/Warner Records as duo act with her younger sister Leah, from 2003-2004. Then in 2005, auditioning alongside her sister, Brooke reached the top 40 on American Idol.	her	188	Leah	130	FALSE	Brooke	200	TRUE	http://en.wikipedia.org/wiki/Brooke_Barrettsmith
train-1975	Princess Elizabeth of Sweden, (also Elisabet Gustavsdotter Vasa; 5 April 1549 Kungsor, Sweden- 20 November 1597 Stockholm), was a Swedish princess and a duchess consort of Mecklenburg - Gadebusch. She was a daughter of King Gustav Vasa of Sweden and his second spouse, Queen Margaret. In contrast to her older sister Sofia Vasa, who was described as the most unhappy of the children of Gustav Vasa, Princess Elizabeth has been described as the happiest; she seemed to have a cheerful and placid personality.	she	454	Sofia Vasa	317	FALSE	Princess Elizabeth	399	TRUE	http://en.wikipedia.org/wiki/Princess_Elizabeth_of_Sweden
